title,description,rating,travel_date,review_date
Very polite and helped with what I asked,Very polite and helped with what I asked,5,Date of experience: 02 August 2024,2 Aug 2024
Kind and supportive,Date of experience: 01 August 2024,5,Date of experience: 01 August 2024,1 Aug 2024
Tnank you Nataasha C,Date of experience: 11 September 2024,5,Date of experience: 11 September 2024,11 Sept 2024
Very competent explanations,"Very competent explanations, thank you",5,Date of experience: 28 August 2024,28 Aug 2024
Professional and concise with details.,Date of experience: 27 August 2024,5,Date of experience: 27 August 2024,27 Aug 2024
Excellent  Customer service 👏,Excellent  Customer service 👏,5,Date of experience: 09 September 2024,9 Sept 2024
One Word...,Professionalism,5,Date of experience: 18 September 2024,18 Sept 2024
My experience is awesome,My experience is awesome,5,Date of experience: 16 August 2024,16 Aug 2024
Georgegood,George was very good,5,Date of experience: 08 August 2024,8 Aug 2024
Fast and professional response.,Date of experience: 11 September 2024,4,Date of experience: 11 September 2024,12 Sept 2024
Customer service.,Date of experience: 03 September 2024,5,Date of experience: 03 September 2024,3 Sept 2024
Professional helpful and polite,Professional helpf,5,Date of experience: 28 August 2024,28 Aug 2024
Professional and reasonable,Date of experience: 01 August 2024,5,Date of experience: 01 August 2024,1 Aug 2024
I didn’t call,Date of experience: 27 August 2024,3,Date of experience: 27 August 2024,27 Aug 2024
Prompt and professional,Prompt and professional,5,Date of experience: 26 July 2024,26 Jul 2024
Best Customer Service,"Daniel M, was super helpful and friendly! It was around 3pm so I usually expect people to be tired and unbothered as they wait 5pm to go home but Daniel was super lively and enthusiastic.",5,Date of experience: 25 July 2024,25 Jul 2024
Being proactive,"Being proactive . Quick to response,very polite to.",5,Date of experience: 25 July 2024,25 Jul 2024
Lewis is very clear and positive,Lewis is very clear and positive. Subject was a little frustrating for me but he handled it well.,4,Date of experience: 23 July 2024,23 Jul 2024
The person that dealt with my query was…,The person that dealt with my query was very efficient helpful and friendly.,5,Date of experience: 22 July 2024,22 Jul 2024
Good agency,Good agency,5,Date of experience: 22 July 2024,22 Jul 2024
Very helpful,Very helpful,5,Date of experience: 22 July 2024,22 Jul 2024
Friendly and knowledgeable response,"A friendly and knowledgeable response, my query was handled quickly and efficiently.",5,Date of experience: 22 July 2024,22 Jul 2024
Answered queries,Answered queries,5,Date of experience: 19 July 2024,19 Jul 2024
Fast clear response,"Phone answered within 2 minutes. Response was clear, focused and explained in plain English.",5,Date of experience: 19 July 2024,19 Jul 2024
Preeya P - great service,Resolved over the phone and great over the phone skills by Preeya P. Somethings you can’t teach as it comes naturally. Great asset to have!,5,Date of experience: 19 July 2024,19 Jul 2024
Late Friday afternoon questions about…,Late Friday afternoon questions about NI were answered clearly and patiently.,5,Date of experience: 19 July 2024,19 Jul 2024
Preeya P - great asset to workwell,Preeya has a great voice and very reassuring. Dealt with the matter at hand and couldn’t ask for me. Keep up the great work!,5,Date of experience: 19 July 2024,19 Jul 2024
Fast and easy,"The supervisor was clear and polite. And the registration was simple, easy and quick.",4,Date of experience: 19 July 2024,19 Jul 2024
Umbrella contract re-start,"Simple, efficient, friendly on-boarding for new umbrella contract.",5,Date of experience: 19 July 2024,19 Jul 2024
Excellent,Love the way of politeness and help.,5,Date of experience: 19 July 2024,19 Jul 2024
Preeya was UNBELIEVABLY AMAZING!,"Preeya was absolutely one of the best people I have spoken to this year! She was not only helpful, she also gave me life changing support during our call. She was friendly, knew her stuff and professional! People with her attitude and personality make the world a much much better place! I hope I get Preeya on the phone if I ever call again!",5,Date of experience: 18 July 2024,18 Jul 2024
I am very happy with the support and…,I am very happy with the support and advice provided by Workwell.,5,Date of experience: 18 July 2024,18 Jul 2024
Very quick answer and when asked to…,"Very quick answer and when asked to clarify, prompty answered to my doubts in a simple way to understand.",5,Date of experience: 17 July 2024,18 Jul 2024
Very polite and informative.,Very polite and informative.,5,Date of experience: 17 July 2024,17 Jul 2024
Workwell has got very experience staff's- such as Preeya P.,"Workwell has recruited well experienced staff who had got customer care skills and were able to sort out all my problems for me with no obstacles. Especially Preeya P,  she was very calm, polite, respectful, Preeya P is quite oriented with customer care skills. She was therefore able to resolve all the issues I have got for me with cheerfulness and adequate interaction. Without any bias Preeya P is a good worker and superb - Many thanks.",5,Date of experience: 17 July 2024,17 Jul 2024
Accurate and quick info,Quick efficient and fast .thanks,5,Date of experience: 17 July 2024,17 Jul 2024
"Friendly, helpful and efficient","Brilliant service! Friendly, helpful and efficient! Thank you very much, Workwell.",5,Date of experience: 17 July 2024,17 Jul 2024
Superb,Superb. First class!,5,Date of experience: 17 July 2024,17 Jul 2024
Great service,queries resolved in a timely manner and clearly explained.,5,Date of experience: 17 July 2024,17 Jul 2024
Quick feedback,Quick feedback. Always ready to assist.,5,Date of experience: 17 July 2024,17 Jul 2024
Easy On Boarding,Easy on boarding process with Arron.,5,Date of experience: 16 July 2024,16 Jul 2024
Continue with your hard working,Continue with your hard working,5,Date of experience: 16 July 2024,16 Jul 2024
Clear and straight forward,Date of experience: 16 July 2024,5,Date of experience: 16 July 2024,16 Jul 2024
