title,description,rating,travel_date,review_date
Responsive service,"I used Paystream since I setup a new company back in Nov 2022. Overall responsive service. Special thanks to Emma – Emma was polite, friendly and patient. I would have given Paystream 5 stars if not for the a bit out of date book keeping system for us to use back in 2022 and 2023. I believe now it’s a lot better as there is an option to use a commercial off the shelf system.",4,Date of experience: 31 July 2024,30 Aug 2024
Great Services,Date of experience: 04 October 2024,5,Date of experience: 04 October 2024,6 days ago
Prompt,"Prompt, helpful and very efficient",5,Date of experience: 30 September 2024,30 Sept 2024
Excellent service!,"Payments always on time, easy to read and clear timesheets, excellent customer service!",5,Date of experience: 11 September 2024,11 Sept 2024
Helya has communicated and addressed…,Helya has communicated and addressed customer queries very well.,5,Date of experience: 01 October 2024,1 Oct 2024
Excellent Customer Service with Valuable Insights,"Ever since I initiated utilizing PayStream I was impressed by the level of competency, professionalism, efficient customer support and diligent service embedded within a highly efficient, multi-talented, skilled and a knowledgeable team. Nevertheless, with each subsequent interaction, it became transparent that each employee within the company was genuinely striving to contribute the most valuable insight and positive performance- an unique viewpoint to which customers may relate to in a journey of transforming their future experiences into excellence and moving towards prosperity and sustainable growth. I am very pleased with the service received by PayStream and highly recommend it to my colleagues and friends !",5,Date of experience: 11 September 2024,15 Sept 2024
These guys are so nice and helpful,These guys are so nice and helpful! Highly recommend. Easy to work with.,5,Date of experience: 20 September 2024,20 Sept 2024
Brilliant service,"Easy to get hold of the right person, always friendly, polite, patient and professional, responsive service, treated me as an individual, clear instructions. Would definately recommend.",5,Date of experience: 19 August 2024,19 Aug 2024
Left me with a tax bill,Left me with a tax bill. Not sure what the hundreds of pounds paying them to be an umbrella does if you get a tax bill at the end. AVOIDPaystream asked me to provide more details. Well I phoned this morning and was told I would be called back straight away. Four hours later.. still waiting.,1,Date of experience: 16 September 2024,Updated 16 Sept 2024
Tara is awesome!,"Tara is awesome!Good conversation around tax; clear, concise and very responsive to questions.",5,Date of experience: 15 August 2024,15 Aug 2024
Exceptional help from Niamh,"Exceptional help from Niamh, have used this company for many years and the customer service really is fantastic !",5,Date of experience: 19 August 2024,19 Aug 2024
Easy filing and signing.,Date of experience: 25 September 2024,5,Date of experience: 25 September 2024,25 Sept 2024
Probably the best umbrella company out there.,Paystream very easy to deal with and staff knowledgeable.You don’t get fobbed off and passed around.,5,Date of experience: 11 September 2024,12 Sept 2024
